cross_section,longitudinal,depth,Temperature,Unit
58,40,16,25.8,T6KTemp C
0,-5,19.2,25.2,T7TTemp C
5,-5,19.2,25.3,T7TTemp C
10,-5,19.2,25.3,T7TTemp C
15,-5,19.2,25.2,T7TTemp C
20,-5,19.2,25.2,T7TTemp C
25,-5,19.2,25.2,T7TTemp C
30,-5,19.2,25.2,T7TTemp C
35,-5,19.2,25.2,T7TTemp C
40,-5,19.2,25.2,T7TTemp C
45,-5,19.2,25.2,T7TTemp C
50,-5,19.2,25.1,T7TTemp C
55,-5,19.2,25,T7TTemp C
58,-5,19.2,25.7,T7KTemp C
0,0,19.2,25.8,T7KTemp C
5,0,19.2,25.8,T7KTemp C
10,0,19.2,25.8,T7KTemp C
15,0,19.2,25.8,T7KTemp C
20,0,19.2,25.9,T7KTemp C
25,0,19.2,25.9,T7KTemp C
30,0,19.2,25.9,T7KTemp C
35,0,19.2,25.9,T7KTemp C
40,0,19.2,25.9,T7KTemp C
45,0,19.2,26,T7KTemp C
50,0,19.2,26,T7KTemp C
55,0,19.2,26,T7KTemp C
58,0,19.2,26,T7KTemp C
0,5,19.2,25.9,T7KTemp C
5,5,19.2,26,T7KTemp C
10,5,19.2,26.1,T7KTemp C
15,5,19.2,26.1,T7KTemp C
20,5,19.2,26.1,T7KTemp C
25,5,19.2,26.1,T7KTemp C
30,5,19.2,26.2,T7KTemp C
35,5,19.2,26.2,T7KTemp C
40,5,19.2,26.1,T7KTemp C
45,5,19.2,26.2,T7KTemp C
50,5,19.2,26.1,T7KTemp C
55,5,19.2,26.1,T7KTemp C
58,5,19.2,26,T7KTemp C
0,10,19.2,26,T7KTemp C
5,10,19.2,26,T7KTemp C
10,10,19.2,26,T7KTemp C
15,10,19.2,26.1,T7KTemp C
20,10,19.2,26,T7KTemp C
25,10,19.2,26,T7KTemp C
30,10,19.2,26,T7KTemp C
35,10,19.2,25.9,T7KTemp C
40,10,19.2,26,T7KTemp C
45,10,19.2,26,T7KTemp C
50,10,19.2,26,T7KTemp C
55,10,19.2,26,T7KTemp C
58,10,19.2,25.9,T7KTemp C
0,15,19.2,25.9,T7KTemp C
5,15,19.2,26,T7KTemp C
10,15,19.2,26,T7KTemp C
15,15,19.2,26,T7KTemp C
20,15,19.2,25.9,T7KTemp C
25,15,19.2,26,T7KTemp C
30,15,19.2,25.9,T7KTemp C
35,15,19.2,25.9,T7KTemp C
40,15,19.2,25.9,T7KTemp C
45,15,19.2,25.9,T7KTemp C
50,15,19.2,25.9,T7KTemp C
55,15,19.2,25.9,T7KTemp C
58,15,19.2,25.9,T7KTemp C
0,20,19.2,25.9,T7KTemp C
5,20,19.2,25.8,T7KTemp C
10,20,19.2,25.8,T7KTemp C
15,20,19.2,25.8,T7KTemp C
20,20,19.2,25.8,T7KTemp C
25,20,19.2,25.7,T7KTemp C
30,20,19.2,25.7,T7KTemp C
35,20,19.2,25.7,T7KTemp C
40,20,19.2,25.7,T7KTemp C
45,20,19.2,25.7,T7KTemp C
50,20,19.2,25.7,T7KTemp C
55,20,19.2,25.7,T7KTemp C
58,20,19.2,25.7,T7KTemp C
0,25,19.2,25.7,T7KTemp C
5,25,19.2,25.7,T7KTemp C
10,25,19.2,25.6,T7KTemp C
15,25,19.2,25.6,T7KTemp C
20,25,19.2,25.6,T7KTemp C
25,25,19.2,25.6,T7KTemp C
30,25,19.2,25.6,T7KTemp C
35,25,19.2,25.6,T7KTemp C
40,25,19.2,25.6,T7KTemp C
45,25,19.2,25.5,T7KTemp C
50,25,19.2,25.5,T7KTemp C
55,25,19.2,25.5,T7KTemp C
58,25,19.2,25.5,T7KTemp C
0,30,19.2,25.5,T7KTemp C
5,30,19.2,25.5,T7KTemp C
10,30,19.2,25.5,T7KTemp C
15,30,19.2,25.5,T7KTemp C
20,30,19.2,25.5,T7KTemp C
25,30,19.2,25.5,T7KTemp C
30,30,19.2,25.4,T7KTemp C
35,30,19.2,25.4,T7KTemp C
40,30,19.2,25.4,T7KTemp C
45,30,19.2,25.4,T7KTemp C
50,30,19.2,25.4,T7KTemp C
55,30,19.2,25.4,T7KTemp C
58,30,19.2,25.4,T7KTemp C
0,35,19.2,25.4,T7KTemp C
5,35,19.2,25.5,T7KTemp C
10,35,19.2,25.5,T7KTemp C
15,35,19.2,25.5,T7KTemp C
20,35,19.2,25.5,T7KTemp C
25,35,19.2,25.5,T7KTemp C
30,35,19.2,25.6,T7KTemp C
35,35,19.2,25.6,T7KTemp C
40,35,19.2,25.7,T7KTemp C
45,35,19.2,25.7,T7KTemp C
50,35,19.2,25.7,T7KTemp C
55,35,19.2,25.7,T7KTemp C
58,35,19.2,25.7,T7KTemp C
0,40,19.2,25.7,T7KTemp C
5,40,19.2,25.8,T7KTemp C
10,40,19.2,25.8,T7KTemp C
15,40,19.2,25.8,T7KTemp C
20,40,19.2,25.9,T7KTemp C
25,40,19.2,25.9,T7KTemp C
30,40,19.2,26,T7KTemp C
35,40,19.2,25.9,T7KTemp C
40,40,19.2,25.9,T7KTemp C
45,40,19.2,25.9,T7KTemp C
50,40,19.2,25.8,T7KTemp C
55,40,19.2,25.8,T7KTemp C
58,40,19.2,25.8,T7KTemp C
0,-5,22.4,25.3,T8TTemp C
5,-5,22.4,25.4,T8TTemp C
10,-5,22.4,25.4,T8TTemp C
15,-5,22.4,25.4,T8TTemp C
20,-5,22.4,25.4,T8TTemp C
25,-5,22.4,25.4,T8TTemp C
30,-5,22.4,25.4,T8TTemp C
35,-5,22.4,25.4,T8TTemp C
40,-5,22.4,25.4,T8TTemp C
45,-5,22.4,25.4,T8TTemp C
50,-5,22.4,25.3,T8TTemp C
55,-5,22.4,25.2,T8TTemp C
58,-5,22.4,25.7,T8KTemp C
0,0,22.4,25.8,T8KTemp C
5,0,22.4,25.8,T8KTemp C
10,0,22.4,25.8,T8KTemp C
15,0,22.4,25.8,T8KTemp C
20,0,22.4,25.9,T8KTemp C
25,0,22.4,25.9,T8KTemp C
30,0,22.4,25.9,T8KTemp C
35,0,22.4,25.9,T8KTemp C
40,0,22.4,25.9,T8KTemp C
45,0,22.4,26,T8KTemp C
50,0,22.4,26,T8KTemp C
55,0,22.4,26,T8KTemp C
58,0,22.4,26,T8KTemp C
0,5,22.4,25.9,T8KTemp C
5,5,22.4,26,T8KTemp C
10,5,22.4,26.1,T8KTemp C
15,5,22.4,26.1,T8KTemp C
20,5,22.4,26.1,T8KTemp C
25,5,22.4,26.1,T8KTemp C
30,5,22.4,26.2,T8KTemp C
35,5,22.4,26.1,T8KTemp C
40,5,22.4,26.1,T8KTemp C
45,5,22.4,26.1,T8KTemp C
50,5,22.4,26.1,T8KTemp C
55,5,22.4,26,T8KTemp C
58,5,22.4,25.9,T8KTemp C
0,10,22.4,26,T8KTemp C
5,10,22.4,26,T8KTemp C
10,10,22.4,25.9,T8KTemp C
15,10,22.4,26,T8KTemp C
20,10,22.4,25.9,T8KTemp C
25,10,22.4,25.9,T8KTemp C
30,10,22.4,25.9,T8KTemp C
35,10,22.4,25.9,T8KTemp C
40,10,22.4,26,T8KTemp C
45,10,22.4,25.9,T8KTemp C
50,10,22.4,25.9,T8KTemp C
55,10,22.4,25.9,T8KTemp C
58,10,22.4,25.9,T8KTemp C
0,15,22.4,25.8,T8KTemp C
5,15,22.4,25.9,T8KTemp C
10,15,22.4,25.9,T8KTemp C
15,15,22.4,25.8,T8KTemp C
20,15,22.4,25.8,T8KTemp C
25,15,22.4,25.9,T8KTemp C
30,15,22.4,25.9,T8KTemp C
35,15,22.4,25.9,T8KTemp C
40,15,22.4,25.9,T8KTemp C
45,15,22.4,25.9,T8KTemp C
50,15,22.4,25.9,T8KTemp C
55,15,22.4,25.9,T8KTemp C
58,15,22.4,25.9,T8KTemp C
0,20,22.4,25.8,T8KTemp C
5,20,22.4,25.8,T8KTemp C
10,20,22.4,25.8,T8KTemp C
15,20,22.4,25.8,T8KTemp C
20,20,22.4,25.8,T8KTemp C
25,20,22.4,25.8,T8KTemp C
30,20,22.4,25.7,T8KTemp C
35,20,22.4,25.7,T8KTemp C
40,20,22.4,25.8,T8KTemp C
45,20,22.4,25.7,T8KTemp C
50,20,22.4,25.7,T8KTemp C
55,20,22.4,25.7,T8KTemp C
58,20,22.4,25.7,T8KTemp C
0,25,22.4,25.7,T8KTemp C
5,25,22.4,25.7,T8KTemp C
10,25,22.4,25.7,T8KTemp C
15,25,22.4,25.7,T8KTemp C
20,25,22.4,25.7,T8KTemp C
25,25,22.4,25.7,T8KTemp C
30,25,22.4,25.7,T8KTemp C
35,25,22.4,25.7,T8KTemp C
40,25,22.4,25.7,T8KTemp C
45,25,22.4,25.7,T8KTemp C
50,25,22.4,25.7,T8KTemp C
55,25,22.4,25.7,T8KTemp C
58,25,22.4,25.7,T8KTemp C
0,30,22.4,25.6,T8KTemp C
5,30,22.4,25.6,T8KTemp C
10,30,22.4,25.6,T8KTemp C
15,30,22.4,25.6,T8KTemp C
20,30,22.4,25.6,T8KTemp C
25,30,22.4,25.6,T8KTemp C
30,30,22.4,25.5,T8KTemp C
35,30,22.4,25.5,T8KTemp C
40,30,22.4,25.5,T8KTemp C
45,30,22.4,25.5,T8KTemp C
50,30,22.4,25.5,T8KTemp C
55,30,22.4,25.5,T8KTemp C
58,30,22.4,25.5,T8KTemp C
0,35,22.4,25.5,T8KTemp C
5,35,22.4,25.6,T8KTemp C
10,35,22.4,25.6,T8KTemp C
15,35,22.4,25.7,T8KTemp C
20,35,22.4,25.7,T8KTemp C
25,35,22.4,25.7,T8KTemp C
30,35,22.4,25.7,T8KTemp C
35,35,22.4,25.7,T8KTemp C
40,35,22.4,25.8,T8KTemp C
45,35,22.4,25.8,T8KTemp C
50,35,22.4,25.8,T8KTemp C
55,35,22.4,25.8,T8KTemp C
58,35,22.4,25.9,T8KTemp C
0,40,22.4,25.8,T8KTemp C
5,40,22.4,25.9,T8KTemp C
10,40,22.4,25.9,T8KTemp C
15,40,22.4,26,T8KTemp C
20,40,22.4,26,T8KTemp C
25,40,22.4,26,T8KTemp C
30,40,22.4,26.1,T8KTemp C
35,40,22.4,26,T8KTemp C
40,40,22.4,26,T8KTemp C
45,40,22.4,26,T8KTemp C
50,40,22.4,26,T8KTemp C
55,40,22.4,26,T8KTemp C
58,40,22.4,26,T8KTemp C
0,-5,25.6,25.1,T9TTemp C
5,-5,25.6,25.2,T9TTemp C
10,-5,25.6,25.2,T9TTemp C
15,-5,25.6,25.1,T9TTemp C
20,-5,25.6,25.1,T9TTemp C
25,-5,25.6,25.1,T9TTemp C
30,-5,25.6,25.1,T9TTemp C
35,-5,25.6,25.1,T9TTemp C
40,-5,25.6,25.1,T9TTemp C
45,-5,25.6,25,T9TTemp C
50,-5,25.6,24.9,T9TTemp C
55,-5,25.6,24.9,T9TTemp C
58,-5,25.6,25.6,T9KTemp C
0,0,25.6,25.6,T9KTemp C
5,0,25.6,25.6,T9KTemp C
10,0,25.6,25.6,T9KTemp C
15,0,25.6,25.7,T9KTemp C
20,0,25.6,25.7,T9KTemp C
25,0,25.6,25.7,T9KTemp C
30,0,25.6,25.8,T9KTemp C
35,0,25.6,25.7,T9KTemp C
40,0,25.6,25.7,T9KTemp C
45,0,25.6,25.8,T9KTemp C
50,0,25.6,25.8,T9KTemp C
55,0,25.6,25.9,T9KTemp C
58,0,25.6,25.9,T9KTemp C
0,5,25.6,25.8,T9KTemp C
5,5,25.6,25.9,T9KTemp C
10,5,25.6,26,T9KTemp C
15,5,25.6,26,T9KTemp C
20,5,25.6,26,T9KTemp C
25,5,25.6,26,T9KTemp C
30,5,25.6,26,T9KTemp C
35,5,25.6,26,T9KTemp C
40,5,25.6,26,T9KTemp C
45,5,25.6,26,T9KTemp C
50,5,25.6,26,T9KTemp C
55,5,25.6,25.9,T9KTemp C
58,5,25.6,25.9,T9KTemp C
0,10,25.6,26,T9KTemp C
5,10,25.6,26,T9KTemp C
10,10,25.6,25.9,T9KTemp C
15,10,25.6,26,T9KTemp C
20,10,25.6,25.9,T9KTemp C
25,10,25.6,25.9,T9KTemp C
30,10,25.6,25.9,T9KTemp C
35,10,25.6,25.9,T9KTemp C
40,10,25.6,26,T9KTemp C
45,10,25.6,25.9,T9KTemp C
50,10,25.6,25.9,T9KTemp C
55,10,25.6,25.8,T9KTemp C
58,10,25.6,25.8,T9KTemp C
0,15,25.6,25.8,T9KTemp C
5,15,25.6,25.9,T9KTemp C
10,15,25.6,25.9,T9KTemp C
15,15,25.6,25.8,T9KTemp C
20,15,25.6,25.8,T9KTemp C
25,15,25.6,25.9,T9KTemp C
30,15,25.6,25.8,T9KTemp C
35,15,25.6,25.8,T9KTemp C
40,15,25.6,25.8,T9KTemp C
45,15,25.6,25.8,T9KTemp C
50,15,25.6,25.8,T9KTemp C
55,15,25.6,25.8,T9KTemp C
58,15,25.6,25.7,T9KTemp C
0,20,25.6,25.7,T9KTemp C
5,20,25.6,25.7,T9KTemp C
10,20,25.6,25.7,T9KTemp C
15,20,25.6,25.7,T9KTemp C
20,20,25.6,25.6,T9KTemp C
25,20,25.6,25.6,T9KTemp C
30,20,25.6,25.6,T9KTemp C
35,20,25.6,25.6,T9KTemp C
40,20,25.6,25.6,T9KTemp C
45,20,25.6,25.6,T9KTemp C
50,20,25.6,25.6,T9KTemp C
55,20,25.6,25.6,T9KTemp C
58,20,25.6,25.6,T9KTemp C
0,25,25.6,25.6,T9KTemp C
5,25,25.6,25.6,T9KTemp C
10,25,25.6,25.6,T9KTemp C
15,25,25.6,25.5,T9KTemp C
20,25,25.6,25.5,T9KTemp C
25,25,25.6,25.5,T9KTemp C
30,25,25.6,25.5,T9KTemp C
35,25,25.6,25.5,T9KTemp C
40,25,25.6,25.5,T9KTemp C
45,25,25.6,25.5,T9KTemp C
50,25,25.6,25.4,T9KTemp C
55,25,25.6,25.4,T9KTemp C
58,25,25.6,25.4,T9KTemp C
0,30,25.6,25.4,T9KTemp C
5,30,25.6,25.4,T9KTemp C
10,30,25.6,25.4,T9KTemp C
15,30,25.6,25.4,T9KTemp C
20,30,25.6,25.4,T9KTemp C
25,30,25.6,25.4,T9KTemp C
30,30,25.6,25.4,T9KTemp C
35,30,25.6,25.3,T9KTemp C
40,30,25.6,25.3,T9KTemp C
45,30,25.6,25.3,T9KTemp C
50,30,25.6,25.3,T9KTemp C
55,30,25.6,25.3,T9KTemp C
58,30,25.6,25.3,T9KTemp C
0,35,25.6,25.3,T9KTemp C
5,35,25.6,25.4,T9KTemp C
10,35,25.6,25.4,T9KTemp C
15,35,25.6,25.4,T9KTemp C
20,35,25.6,25.4,T9KTemp C
25,35,25.6,25.4,T9KTemp C
30,35,25.6,25.4,T9KTemp C
35,35,25.6,25.5,T9KTemp C
40,35,25.6,25.5,T9KTemp C
45,35,25.6,25.6,T9KTemp C
50,35,25.6,25.6,T9KTemp C
55,35,25.6,25.6,T9KTemp C
58,35,25.6,25.6,T9KTemp C
0,40,25.6,25.6,T9KTemp C
5,40,25.6,25.7,T9KTemp C
10,40,25.6,25.7,T9KTemp C
15,40,25.6,25.7,T9KTemp C
20,40,25.6,25.8,T9KTemp C
25,40,25.6,25.8,T9KTemp C
30,40,25.6,25.9,T9KTemp C
35,40,25.6,25.8,T9KTemp C
40,40,25.6,25.8,T9KTemp C
45,40,25.6,25.7,T9KTemp C
50,40,25.6,25.7,T9KTemp C
55,40,25.6,25.7,T9KTemp C
58,40,25.6,25.7,T9KTemp C
0,-5,28.8,25.3,T10TTemp C
5,-5,28.8,25.3,T10TTemp C
10,-5,28.8,25.4,T10TTemp C
15,-5,28.8,25.3,T10TTemp C
20,-5,28.8,25.3,T10TTemp C
25,-5,28.8,25.3,T10TTemp C
30,-5,28.8,25.3,T10TTemp C
35,-5,28.8,25.3,T10TTemp C
40,-5,28.8,25.3,T10TTemp C
45,-5,28.8,25.3,T10TTemp C
50,-5,28.8,25.2,T10TTemp C
55,-5,28.8,25.1,T10TTemp C
58,-5,28.8,25.6,T10KTemp C
0,0,28.8,25.7,T10KTemp C
5,0,28.8,25.7,T10KTemp C
10,0,28.8,25.7,T10KTemp C
15,0,28.8,25.7,T10KTemp C
20,0,28.8,25.7,T10KTemp C
25,0,28.8,25.8,T10KTemp C
30,0,28.8,25.8,T10KTemp C
35,0,28.8,25.8,T10KTemp C
40,0,28.8,25.8,T10KTemp C
45,0,28.8,25.9,T10KTemp C
50,0,28.8,25.9,T10KTemp C
55,0,28.8,25.9,T10KTemp C
58,0,28.8,25.9,T10KTemp C
0,5,28.8,25.8,T10KTemp C
5,5,28.8,25.9,T10KTemp C
10,5,28.8,26,T10KTemp C
15,5,28.8,26,T10KTemp C
20,5,28.8,26,T10KTemp C
25,5,28.8,26,T10KTemp C
30,5,28.8,26,T10KTemp C
35,5,28.8,26,T10KTemp C
40,5,28.8,26,T10KTemp C
45,5,28.8,26,T10KTemp C
50,5,28.8,26,T10KTemp C
55,5,28.8,25.9,T10KTemp C
58,5,28.8,25.9,T10KTemp C
0,10,28.8,25.9,T10KTemp C
5,10,28.8,25.9,T10KTemp C
10,10,28.8,25.8,T10KTemp C
15,10,28.8,25.9,T10KTemp C
20,10,28.8,25.9,T10KTemp C
25,10,28.8,25.8,T10KTemp C
30,10,28.8,25.8,T10KTemp C
35,10,28.8,25.8,T10KTemp C
40,10,28.8,25.8,T10KTemp C
45,10,28.8,25.8,T10KTemp C
50,10,28.8,25.8,T10KTemp C
55,10,28.8,25.8,T10KTemp C
58,10,28.8,25.7,T10KTemp C
0,15,28.8,25.7,T10KTemp C
5,15,28.8,25.8,T10KTemp C
10,15,28.8,25.7,T10KTemp C
15,15,28.8,25.7,T10KTemp C
20,15,28.8,25.7,T10KTemp C
25,15,28.8,25.8,T10KTemp C
30,15,28.8,25.8,T10KTemp C
35,15,28.8,25.8,T10KTemp C
40,15,28.8,25.8,T10KTemp C
45,15,28.8,25.8,T10KTemp C
50,15,28.8,25.8,T10KTemp C
55,15,28.8,25.8,T10KTemp C
58,15,28.8,25.8,T10KTemp C
0,20,28.8,25.7,T10KTemp C
5,20,28.8,25.7,T10KTemp C
10,20,28.8,25.7,T10KTemp C
15,20,28.8,25.7,T10KTemp C
20,20,28.8,25.7,T10KTemp C
25,20,28.8,25.7,T10KTemp C
30,20,28.8,25.7,T10KTemp C
35,20,28.8,25.7,T10KTemp C
40,20,28.8,25.7,T10KTemp C
45,20,28.8,25.7,T10KTemp C
50,20,28.8,25.7,T10KTemp C
55,20,28.8,25.7,T10KTemp C
58,20,28.8,25.7,T10KTemp C
0,25,28.8,25.6,T10KTemp C
5,25,28.8,25.6,T10KTemp C
10,25,28.8,25.6,T10KTemp C
15,25,28.8,25.6,T10KTemp C
20,25,28.8,25.6,T10KTemp C
25,25,28.8,25.6,T10KTemp C
30,25,28.8,25.6,T10KTemp C
35,25,28.8,25.6,T10KTemp C
40,25,28.8,25.6,T10KTemp C
45,25,28.8,25.6,T10KTemp C
50,25,28.8,25.6,T10KTemp C
55,25,28.8,25.6,T10KTemp C
58,25,28.8,25.6,T10KTemp C
0,30,28.8,25.6,T10KTemp C
5,30,28.8,25.6,T10KTemp C
10,30,28.8,25.6,T10KTemp C
15,30,28.8,25.5,T10KTemp C
20,30,28.8,25.4,T10KTemp C
25,30,28.8,25.5,T10KTemp C
30,30,28.8,25.5,T10KTemp C
35,30,28.8,25.5,T10KTemp C
40,30,28.8,25.4,T10KTemp C
45,30,28.8,25.4,T10KTemp C
50,30,28.8,25.4,T10KTemp C
55,30,28.8,25.4,T10KTemp C
58,30,28.8,25.4,T10KTemp C
0,35,28.8,25.5,T10KTemp C
5,35,28.8,25.5,T10KTemp C
10,35,28.8,25.6,T10KTemp C
15,35,28.8,25.6,T10KTemp C
20,35,28.8,25.6,T10KTemp C
25,35,28.8,25.6,T10KTemp C
30,35,28.8,25.6,T10KTemp C
35,35,28.8,25.6,T10KTemp C
40,35,28.8,25.7,T10KTemp C
45,35,28.8,25.7,T10KTemp C
50,35,28.8,25.7,T10KTemp C
55,35,28.8,25.7,T10KTemp C
58,35,28.8,25.8,T10KTemp C
0,40,28.8,25.8,T10KTemp C
5,40,28.8,25.8,T10KTemp C
10,40,28.8,25.8,T10KTemp C
15,40,28.8,25.9,T10KTemp C
20,40,28.8,25.9,T10KTemp C
25,40,28.8,25.9,T10KTemp C
30,40,28.8,26,T10KTemp C
35,40,28.8,26,T10KTemp C
40,40,28.8,25.9,T10KTemp C
45,40,28.8,25.9,T10KTemp C
50,40,28.8,25.9,T10KTemp C
55,40,28.8,25.9,T10KTemp C
58,40,28.8,25.9,T10KTemp C
