cross_section,longitudinal,depth,Temperature,Unit,
20,15,12.8,24.1,T5TTemp C,
25,15,12.8,24.1,T5TTemp C,
30,15,12.8,23.5,T5TTemp C,
35,15,12.8,24,T5TTemp C,
40,15,12.8,23.9,T5TTemp C,
45,15,12.8,23.3,T5TTemp C,
50,15,12.8,23.8,T5TTemp C,
55,15,12.8,24.2,T5TTemp C,
58,15,12.8,24.2,T5TTemp C,
0,20,12.8,24.5,T5TTemp C,
5,20,12.8,24.5,T5TTemp C,
10,20,12.8,24.6,T5TTemp C,
15,20,12.8,24.6,T5TTemp C,
20,20,12.8,24.3,T5TTemp C,
25,20,12.8,24.1,T5TTemp C,
30,20,12.8,24.4,T5TTemp C,
35,20,12.8,23.9,T5TTemp C,
40,20,12.8,23.7,T5TTemp C,
45,20,12.8,23.9,T5TTemp C,
50,20,12.8,23.8,T5TTemp C,
55,20,12.8,23.8,T5TTemp C,
58,20,12.8,24.3,T5TTemp C,
0,25,12.8,24.8,T5TTemp C,
5,25,12.8,24.8,T5TTemp C,
10,25,12.8,24.8,T5TTemp C,
15,25,12.8,24.7,T5TTemp C,
20,25,12.8,24.5,T5TTemp C,
25,25,12.8,24.2,T5TTemp C,
30,25,12.8,24.2,T5TTemp C,
35,25,12.8,24,T5TTemp C,
40,25,12.8,23.9,T5TTemp C,
45,25,12.8,24.1,T5TTemp C,
50,25,12.8,24.1,T5TTemp C,
55,25,12.8,24.2,T5TTemp C,
58,25,12.8,24.4,T5TTemp C,
0,30,12.8,24.9,T5TTemp C,
5,30,12.8,25.1,T5TTemp C,
10,30,12.8,25.1,T5TTemp C,
15,30,12.8,25,T5TTemp C,
20,30,12.8,24.8,T5TTemp C,
25,30,12.8,24.7,T5TTemp C,
30,30,12.8,24.5,T5TTemp C,
35,30,12.8,24.7,T5TTemp C,
40,30,12.8,24.1,T5TTemp C,
45,30,12.8,24.2,T5TTemp C,
50,30,12.8,24.4,T5TTemp C,
55,30,12.8,24.6,T5TTemp C,
58,30,12.8,24.7,T5TTemp C,
0,35,12.8,24.9,T5TTemp C,
5,35,12.8,25,T5TTemp C,
10,35,12.8,24.9,T5TTemp C,
15,35,12.8,24.8,T5TTemp C,
20,35,12.8,24.6,T5TTemp C,
25,35,12.8,24.6,T5TTemp C,
30,35,12.8,24.5,T5TTemp C,
35,35,12.8,24.2,T5TTemp C,
40,35,12.8,24,T5TTemp C,
45,35,12.8,24.1,T5TTemp C,
50,35,12.8,24.3,T5TTemp C,
55,35,12.8,24.5,T5TTemp C,
58,35,12.8,24.5,T5TTemp C,
0,40,12.8,24.8,T5TTemp C,
5,40,12.8,24.8,T5TTemp C,
10,40,12.8,24.6,T5TTemp C,
15,40,12.8,24.8,T5TTemp C,
20,40,12.8,24.4,T5TTemp C,
25,40,12.8,24.3,T5TTemp C,
30,40,12.8,24.4,T5TTemp C,
35,40,12.8,24.2,T5TTemp C,
40,40,12.8,24.2,T5TTemp C,
45,40,12.8,24.1,T5TTemp C,
50,40,12.8,24.1,T5TTemp C,
55,40,12.8,24.3,T5TTemp C,
58,40,12.8,24.1,T5TTemp C,
0,45,12.8,24.7,T5TTemp C,
5,45,12.8,24.7,T5TTemp C,
10,45,12.8,24.7,T5TTemp C,
15,45,12.8,24.7,T5TTemp C,
20,45,12.8,24.5,T5TTemp C,
25,45,12.8,24.4,T5TTemp C,
30,45,12.8,24.1,T5TTemp C,
35,45,12.8,24.1,T5TTemp C,
40,45,12.8,24.1,T5TTemp C,
45,45,12.8,23.9,T5TTemp C,
50,45,12.8,24.1,T5TTemp C,
55,45,12.8,24.1,T5TTemp C,
58,45,12.8,24.3,T5TTemp C,
0,50,12.8,24.6,T5TTemp C,
5,50,12.8,24.7,T5TTemp C,
10,50,12.8,24.7,T5TTemp C,
15,50,12.8,24.7,T5TTemp C,
20,50,12.8,24.6,T5TTemp C,
25,50,12.8,24.5,T5TTemp C,
30,50,12.8,24.7,T5TTemp C,
35,50,12.8,24.3,T5TTemp C,
40,50,12.8,24.2,T5TTemp C,
45,50,12.8,24.3,T5TTemp C,
50,50,12.8,24.3,T5TTemp C,
55,50,12.8,24.4,T5TTemp C,
58,50,12.8,24.4,T5TTemp C,
0,-5,16,24.6,T6TTemp C,
5,-5,16,24.7,T6TTemp C,
10,-5,16,24.6,T6TTemp C,
15,-5,16,24.6,T6TTemp C,
20,-5,16,24.5,T6TTemp C,
25,-5,16,24.5,T6TTemp C,
30,-5,16,24.5,T6TTemp C,
35,-5,16,24.5,T6TTemp C,
40,-5,16,24.4,T6TTemp C,
45,-5,16,24.4,T6TTemp C,
50,-5,16,24.4,T6TTemp C,
55,-5,16,24.5,T6TTemp C,
58,-5,16,24.4,T6TTemp C,
0,0,16,24.5,T6TTemp C,
5,0,16,24.5,T6TTemp C,
10,0,16,24.5,T6TTemp C,
15,0,16,24.5,T6TTemp C,
20,0,16,24.5,T6TTemp C,
25,0,16,24.6,T6TTemp C,
30,0,16,24.6,T6TTemp C,
35,0,16,24.6,T6TTemp C,
40,0,16,24.6,T6TTemp C,
45,0,16,24.6,T6TTemp C,
50,0,16,24.6,T6TTemp C,
55,0,16,24.6,T6TTemp C,
58,0,16,24.5,T6TTemp C,
0,5,16,24.6,T6TTemp C,
5,5,16,24.7,T6TTemp C,
10,5,16,24.7,T6TTemp C,
15,5,16,24.7,T6TTemp C,
20,5,16,24.7,T6TTemp C,
25,5,16,24.8,T6TTemp C,
30,5,16,24.7,T6TTemp C,
35,5,16,24.8,T6TTemp C,
40,5,16,24.8,T6TTemp C,
45,5,16,24.5,T6TTemp C,
50,5,16,24.7,T6TTemp C,
55,5,16,24.8,T6TTemp C,
58,5,16,24.7,T6TTemp C,
0,10,16,24.9,T6TTemp C,
5,10,16,24.9,T6TTemp C,
10,10,16,24.8,T6TTemp C,
15,10,16,24.8,T6TTemp C,
20,10,16,24.8,T6TTemp C,
25,10,16,24.4,T6TTemp C,
30,10,16,24.6,T6TTemp C,
35,10,16,24.6,T6TTemp C,
40,10,16,24.4,T6TTemp C,
45,10,16,24.6,T6TTemp C,
50,10,16,24.7,T6TTemp C,
55,10,16,24.6,T6TTemp C,
58,10,16,24.6,T6TTemp C,
0,15,16,24.7,T6TTemp C,
5,15,16,24.6,T6TTemp C,
10,15,16,24.6,T6TTemp C,
15,15,16,24.6,T6TTemp C,
20,15,16,24.5,T6TTemp C,
25,15,16,24.5,T6TTemp C,
30,15,16,24.3,T6TTemp C,
35,15,16,24.6,T6TTemp C,
40,15,16,24.6,T6TTemp C,
45,15,16,24.4,T6TTemp C,
50,15,16,24.5,T6TTemp C,
55,15,16,24.4,T6TTemp C,
58,15,16,24.4,T6TTemp C,
0,20,16,24.6,T6TTemp C,
5,20,16,24.6,T6TTemp C,
10,20,16,24.6,T6TTemp C,
15,20,16,24.7,T6TTemp C,
20,20,16,24.6,T6TTemp C,
25,20,16,24.6,T6TTemp C,
30,20,16,24.8,T6TTemp C,
35,20,16,24.7,T6TTemp C,
40,20,16,24.4,T6TTemp C,
45,20,16,24.7,T6TTemp C,
50,20,16,24.4,T6TTemp C,
55,20,16,24.4,T6TTemp C,
58,20,16,24.7,T6TTemp C,
0,25,16,24.9,T6TTemp C,
5,25,16,24.8,T6TTemp C,
10,25,16,24.9,T6TTemp C,
15,25,16,24.8,T6TTemp C,
20,25,16,24.6,T6TTemp C,
25,25,16,24.5,T6TTemp C,
30,25,16,24.8,T6TTemp C,
35,25,16,24.5,T6TTemp C,
40,25,16,24.4,T6TTemp C,
45,25,16,24.3,T6TTemp C,
50,25,16,24.6,T6TTemp C,
55,25,16,24.6,T6TTemp C,
58,25,16,24.7,T6TTemp C,
0,30,16,25.1,T6TTemp C,
5,30,16,25.1,T6TTemp C,
10,30,16,25.1,T6TTemp C,
15,30,16,25.2,T6TTemp C,
20,30,16,25.1,T6TTemp C,
25,30,16,25,T6TTemp C,
30,30,16,24.8,T6TTemp C,
35,30,16,25,T6TTemp C,
40,30,16,24.4,T6TTemp C,
45,30,16,24.4,T6TTemp C,
50,30,16,24.6,T6TTemp C,
55,30,16,24.8,T6TTemp C,
58,30,16,24.7,T6TTemp C,
0,35,16,24.9,T6TTemp C,
5,35,16,24.9,T6TTemp C,
10,35,16,24.9,T6TTemp C,
15,35,16,24.9,T6TTemp C,
20,35,16,24.7,T6TTemp C,
25,35,16,24.7,T6TTemp C,
30,35,16,24.7,T6TTemp C,
35,35,16,24.3,T6TTemp C,
40,35,16,24.3,T6TTemp C,
45,35,16,24.2,T6TTemp C,
50,35,16,24.5,T6TTemp C,
55,35,16,24.6,T6TTemp C,
58,35,16,24.5,T6TTemp C,
0,40,16,24.7,T6TTemp C,
5,40,16,24.7,T6TTemp C,
10,40,16,24.6,T6TTemp C,
15,40,16,24.6,T6TTemp C,
20,40,16,24.6,T6TTemp C,
25,40,16,24.5,T6TTemp C,
30,40,16,24.5,T6TTemp C,
35,40,16,24.3,T6TTemp C,
40,40,16,24.3,T6TTemp C,
45,40,16,24.2,T6TTemp C,
50,40,16,24.3,T6TTemp C,
55,40,16,24.4,T6TTemp C,
58,40,16,24,T6TTemp C,
0,45,16,24.5,T6TTemp C,
5,45,16,24.5,T6TTemp C,
10,45,16,24.5,T6TTemp C,
15,45,16,24.5,T6TTemp C,
20,45,16,24.4,T6TTemp C,
25,45,16,24.3,T6TTemp C,
30,45,16,24.3,T6TTemp C,
35,45,16,24,T6TTemp C,
40,45,16,24.2,T6TTemp C,
45,45,16,23.9,T6TTemp C,
50,45,16,24.1,T6TTemp C,
55,45,16,24.1,T6TTemp C,
58,45,16,24.3,T6TTemp C,
0,50,16,24.5,T6TTemp C,
5,50,16,24.6,T6TTemp C,
10,50,16,24.6,T6TTemp C,
15,50,16,24.6,T6TTemp C,
20,50,16,24.6,T6TTemp C,
25,50,16,24.5,T6TTemp C,
30,50,16,24.6,T6TTemp C,
35,50,16,24.2,T6TTemp C,
40,50,16,24.3,T6TTemp C,
45,50,16,24.3,T6TTemp C,
50,50,16,24.3,T6TTemp C,
55,50,16,24.2,T6TTemp C,
58,50,16,24.4,T6TTemp C,
0,-5,19.2,24.7,T7TTemp C,
5,-5,19.2,24.7,T7TTemp C,
10,-5,19.2,24.7,T7TTemp C,
15,-5,19.2,24.7,T7TTemp C,
20,-5,19.2,24.6,T7TTemp C,
25,-5,19.2,24.6,T7TTemp C,
30,-5,19.2,24.6,T7TTemp C,
35,-5,19.2,24.6,T7TTemp C,
40,-5,19.2,24.6,T7TTemp C,
45,-5,19.2,24.6,T7TTemp C,
50,-5,19.2,24.7,T7TTemp C,
55,-5,19.2,24.7,T7TTemp C,
58,-5,19.2,24.7,T7TTemp C,
0,0,19.2,24.8,T7TTemp C,
5,0,19.2,24.8,T7TTemp C,
10,0,19.2,24.8,T7TTemp C,
15,0,19.2,24.8,T7TTemp C,
20,0,19.2,24.8,T7TTemp C,
25,0,19.2,24.9,T7TTemp C,
30,0,19.2,24.8,T7TTemp C,
35,0,19.2,24.8,T7TTemp C,
40,0,19.2,24.8,T7TTemp C,
45,0,19.2,24.9,T7TTemp C,
50,0,19.2,24.9,T7TTemp C,
55,0,19.2,25,T7TTemp C,
58,0,19.2,24.9,T7TTemp C,
0,5,19.2,25,T7TTemp C,
5,5,19.2,25.1,T7TTemp C,
10,5,19.2,25.1,T7TTemp C,
15,5,19.2,25,T7TTemp C,
20,5,19.2,25.1,T7TTemp C,
25,5,19.2,25.1,T7TTemp C,
30,5,19.2,25.1,T7TTemp C,
35,5,19.2,25.1,T7TTemp C,
40,5,19.2,25.1,T7TTemp C,
45,5,19.2,25.1,T7TTemp C,
50,5,19.2,25.1,T7TTemp C,
55,5,19.2,25.1,T7TTemp C,
58,5,19.2,25.1,T7TTemp C,
0,10,19.2,25.1,T7TTemp C,
5,10,19.2,25.1,T7TTemp C,
10,10,19.2,25.1,T7TTemp C,
15,10,19.2,25,T7TTemp C,
20,10,19.2,25,T7TTemp C,
25,10,19.2,25,T7TTemp C,
30,10,19.2,24.9,T7TTemp C,
35,10,19.2,24.9,T7TTemp C,
40,10,19.2,24.9,T7TTemp C,
45,10,19.2,24.9,T7TTemp C,
50,10,19.2,24.9,T7TTemp C,
55,10,19.2,24.8,T7TTemp C,
58,10,19.2,24.8,T7TTemp C,
0,15,19.2,24.8,T7TTemp C,
5,15,19.2,24.8,T7TTemp C,
10,15,19.2,24.7,T7TTemp C,
15,15,19.2,24.7,T7TTemp C,
20,15,19.2,24.7,T7TTemp C,
25,15,19.2,24.7,T7TTemp C,
30,15,19.2,24.7,T7TTemp C,
35,15,19.2,24.7,T7TTemp C,
40,15,19.2,24.6,T7TTemp C,
45,15,19.2,24.6,T7TTemp C,
50,15,19.2,24.6,T7TTemp C,
55,15,19.2,24.5,T7TTemp C,
58,15,19.2,24.5,T7TTemp C,
0,20,19.2,24.6,T7TTemp C,
5,20,19.2,24.6,T7TTemp C,
10,20,19.2,24.6,T7TTemp C,
15,20,19.2,24.6,T7TTemp C,
20,20,19.2,24.6,T7TTemp C,
25,20,19.2,24.6,T7TTemp C,
30,20,19.2,24.7,T7TTemp C,
35,20,19.2,24.7,T7TTemp C,
40,20,19.2,24.6,T7TTemp C,
45,20,19.2,24.7,T7TTemp C,
50,20,19.2,24.6,T7TTemp C,
55,20,19.2,24.6,T7TTemp C,
58,20,19.2,24.7,T7TTemp C,
0,25,19.2,24.8,T7TTemp C,
5,25,19.2,24.8,T7TTemp C,
10,25,19.2,24.8,T7TTemp C,
15,25,19.2,24.8,T7TTemp C,
20,25,19.2,24.8,T7TTemp C,
25,25,19.2,24.7,T7TTemp C,
30,25,19.2,24.8,T7TTemp C,
35,25,19.2,24.9,T7TTemp C,
40,25,19.2,24.7,T7TTemp C,
45,25,19.2,24.6,T7TTemp C,
50,25,19.2,24.9,T7TTemp C,
55,25,19.2,24.8,T7TTemp C,
58,25,19.2,24.9,T7TTemp C,
0,30,19.2,25,T7TTemp C,
5,30,19.2,25.1,T7TTemp C,
10,30,19.2,25.1,T7TTemp C,
15,30,19.2,25.2,T7TTemp C,
20,30,19.2,25.2,T7TTemp C,
25,30,19.2,25.1,T7TTemp C,
30,30,19.2,25.1,T7TTemp C,
35,30,19.2,25.1,T7TTemp C,
40,30,19.2,24.7,T7TTemp C,
45,30,19.2,24.8,T7TTemp C,
50,30,19.2,24.9,T7TTemp C,
55,30,19.2,24.9,T7TTemp C,
58,30,19.2,24.8,T7TTemp C,
0,35,19.2,24.9,T7TTemp C,
5,35,19.2,24.9,T7TTemp C,
10,35,19.2,24.9,T7TTemp C,
15,35,19.2,24.9,T7TTemp C,
20,35,19.2,24.9,T7TTemp C,
25,35,19.2,24.9,T7TTemp C,
30,35,19.2,24.8,T7TTemp C,
35,35,19.2,24.7,T7TTemp C,
40,35,19.2,24.7,T7TTemp C,
45,35,19.2,24.6,T7TTemp C,
50,35,19.2,24.7,T7TTemp C,
55,35,19.2,24.7,T7TTemp C,
58,35,19.2,24.6,T7TTemp C,
0,40,19.2,24.7,T7TTemp C,
5,40,19.2,24.7,T7TTemp C,
10,40,19.2,24.7,T7TTemp C,
15,40,19.2,24.7,T7TTemp C,
20,40,19.2,24.7,T7TTemp C,
25,40,19.2,24.7,T7TTemp C,
30,40,19.2,24.7,T7TTemp C,
35,40,19.2,24.6,T7TTemp C,
40,40,19.2,24.6,T7TTemp C,
45,40,19.2,24.4,T7TTemp C,
50,40,19.2,24.5,T7TTemp C,
55,40,19.2,24.5,T7TTemp C,
58,40,19.2,24.3,T7TTemp C,
0,45,19.2,24.5,T7TTemp C,
5,45,19.2,24.6,T7TTemp C,
10,45,19.2,24.6,T7TTemp C,
15,45,19.2,24.6,T7TTemp C,
20,45,19.2,24.5,T7TTemp C,
25,45,19.2,24.4,T7TTemp C,
30,45,19.2,24.4,T7TTemp C,
35,45,19.2,24.3,T7TTemp C,
40,45,19.2,24.4,T7TTemp C,
45,45,19.2,24.3,T7TTemp C,
50,45,19.2,24.3,T7TTemp C,
55,45,19.2,24.3,T7TTemp C,
58,45,19.2,24.3,T7TTemp C,
0,50,19.2,24.5,T7TTemp C,
5,50,19.2,24.6,T7TTemp C,
10,50,19.2,24.6,T7TTemp C,
15,50,19.2,24.6,T7TTemp C,
20,50,19.2,24.6,T7TTemp C,
25,50,19.2,24.6,T7TTemp C,
30,50,19.2,24.6,T7TTemp C,
35,50,19.2,24.4,T7TTemp C,
40,50,19.2,24.6,T7TTemp C,
45,50,19.2,24.5,T7TTemp C,
50,50,19.2,24.4,T7TTemp C,
55,50,19.2,24.4,T7TTemp C,
58,50,19.2,24.4,T7TTemp C,
0,-5,22.4,24.7,T8TTemp C,
5,-5,22.4,24.8,T8TTemp C,
10,-5,22.4,24.7,T8TTemp C,
15,-5,22.4,24.7,T8TTemp C,
20,-5,22.4,24.6,T8TTemp C,
25,-5,22.4,24.6,T8TTemp C,
30,-5,22.4,24.6,T8TTemp C,
35,-5,22.4,24.7,T8TTemp C,
40,-5,22.4,24.6,T8TTemp C,
45,-5,22.4,24.6,T8TTemp C,
50,-5,22.4,24.6,T8TTemp C,
55,-5,22.4,24.7,T8TTemp C,
58,-5,22.4,24.7,T8TTemp C,
0,0,22.4,24.7,T8TTemp C,
5,0,22.4,24.7,T8TTemp C,
10,0,22.4,24.8,T8TTemp C,
15,0,22.4,24.7,T8TTemp C,
20,0,22.4,24.8,T8TTemp C,
25,0,22.4,24.7,T8TTemp C,
30,0,22.4,24.9,T8TTemp C,
35,0,22.4,24.9,T8TTemp C,
40,0,22.4,24.9,T8TTemp C,
45,0,22.4,25,T8TTemp C,
50,0,22.4,24.9,T8TTemp C,
55,0,22.4,25,T8TTemp C,
58,0,22.4,25,T8TTemp C,
0,5,22.4,25,T8TTemp C,
5,5,22.4,25.1,T8TTemp C,
10,5,22.4,25.1,T8TTemp C,
15,5,22.4,25.1,T8TTemp C,
20,5,22.4,25.1,T8TTemp C,
25,5,22.4,25.2,T8TTemp C,
30,5,22.4,25.2,T8TTemp C,
35,5,22.4,25.2,T8TTemp C,
40,5,22.4,25.2,T8TTemp C,
45,5,22.4,25.2,T8TTemp C,
50,5,22.4,25.2,T8TTemp C,
55,5,22.4,25.2,T8TTemp C,
58,5,22.4,25.2,T8TTemp C,
0,10,22.4,25.3,T8TTemp C,
5,10,22.4,25.2,T8TTemp C,
10,10,22.4,25.2,T8TTemp C,
15,10,22.4,25.1,T8TTemp C,
20,10,22.4,25.1,T8TTemp C,
25,10,22.4,25.1,T8TTemp C,
30,10,22.4,25.1,T8TTemp C,
35,10,22.4,25,T8TTemp C,
40,10,22.4,25,T8TTemp C,
45,10,22.4,25,T8TTemp C,
50,10,22.4,24.9,T8TTemp C,
55,10,22.4,24.9,T8TTemp C,
58,10,22.4,24.9,T8TTemp C,
0,15,22.4,24.8,T8TTemp C,
5,15,22.4,24.8,T8TTemp C,
10,15,22.4,24.8,T8TTemp C,
15,15,22.4,24.8,T8TTemp C,
20,15,22.4,24.8,T8TTemp C,
25,15,22.4,24.8,T8TTemp C,
30,15,22.4,24.7,T8TTemp C,
35,15,22.4,24.7,T8TTemp C,
40,15,22.4,24.7,T8TTemp C,
45,15,22.4,24.7,T8TTemp C,
50,15,22.4,24.7,T8TTemp C,
55,15,22.4,24.6,T8TTemp C,
58,15,22.4,24.6,T8TTemp C,
0,20,22.4,24.6,T8TTemp C,
5,20,22.4,24.6,T8TTemp C,
10,20,22.4,24.6,T8TTemp C,
15,20,22.4,24.7,T8TTemp C,
20,20,22.4,24.7,T8TTemp C,
25,20,22.4,24.7,T8TTemp C,
30,20,22.4,24.7,T8TTemp C,
35,20,22.4,24.8,T8TTemp C,
40,20,22.4,24.8,T8TTemp C,
45,20,22.4,24.8,T8TTemp C,
50,20,22.4,24.7,T8TTemp C,
55,20,22.4,24.8,T8TTemp C,
58,20,22.4,24.8,T8TTemp C,
0,25,22.4,24.8,T8TTemp C,
5,25,22.4,24.8,T8TTemp C,
10,25,22.4,24.9,T8TTemp C,
15,25,22.4,24.9,T8TTemp C,
20,25,22.4,24.9,T8TTemp C,
25,25,22.4,24.8,T8TTemp C,
30,25,22.4,25,T8TTemp C,
35,25,22.4,25,T8TTemp C,
40,25,22.4,24.9,T8TTemp C,
45,25,22.4,24.9,T8TTemp C,
50,25,22.4,25,T8TTemp C,
55,25,22.4,25,T8TTemp C,
58,25,22.4,25,T8TTemp C,
0,30,22.4,25.1,T8TTemp C,
5,30,22.4,25.1,T8TTemp C,
10,30,22.4,25.1,T8TTemp C,
15,30,22.4,25.2,T8TTemp C,
20,30,22.4,25.2,T8TTemp C,
25,30,22.4,25.2,T8TTemp C,
30,30,22.4,25,T8TTemp C,
35,30,22.4,25.1,T8TTemp C,
40,30,22.4,24.9,T8TTemp C,
45,30,22.4,24.9,T8TTemp C,
50,30,22.4,24.9,T8TTemp C,
55,30,22.4,24.9,T8TTemp C,
58,30,22.4,24.8,T8TTemp C,
0,35,22.4,24.8,T8TTemp C,
5,35,22.4,24.8,T8TTemp C,
10,35,22.4,24.8,T8TTemp C,
15,35,22.4,24.8,T8TTemp C,
20,35,22.4,24.8,T8TTemp C,
25,35,22.4,24.7,T8TTemp C,
30,35,22.4,24.7,T8TTemp C,
35,35,22.4,24.7,T8TTemp C,
40,35,22.4,24.7,T8TTemp C,
45,35,22.4,24.7,T8TTemp C,
50,35,22.4,24.7,T8TTemp C,
55,35,22.4,24.5,T8TTemp C,
58,35,22.4,24.5,T8TTemp C,
0,40,22.4,24.5,T8TTemp C,
5,40,22.4,24.5,T8TTemp C,
10,40,22.4,24.5,T8TTemp C,
15,40,22.4,24.5,T8TTemp C,
20,40,22.4,24.5,T8TTemp C,
25,40,22.4,24.4,T8TTemp C,
30,40,22.4,24.4,T8TTemp C,
35,40,22.4,24.4,T8TTemp C,
40,40,22.4,24.4,T8TTemp C,
45,40,22.4,24.3,T8TTemp C,
50,40,22.4,24.4,T8TTemp C,
55,40,22.4,24.3,T8TTemp C,
58,40,22.4,24.1,T8TTemp C,
0,45,22.4,24.3,T8TTemp C,
5,45,22.4,24.3,T8TTemp C,
10,45,22.4,24.3,T8TTemp C,
15,45,22.4,24.3,T8TTemp C,
20,45,22.4,24.2,T8TTemp C,
25,45,22.4,24.2,T8TTemp C,
30,45,22.4,24.2,T8TTemp C,
35,45,22.4,24.2,T8TTemp C,
40,45,22.4,24.2,T8TTemp C,
45,45,22.4,24.1,T8TTemp C,
50,45,22.4,24.2,T8TTemp C,
55,45,22.4,24.1,T8TTemp C,
58,45,22.4,24.1,T8TTemp C,
0,50,22.4,24.2,T8TTemp C,
5,50,22.4,24.3,T8TTemp C,
10,50,22.4,24.4,T8TTemp C,
15,50,22.4,24.4,T8TTemp C,
20,50,22.4,24.4,T8TTemp C,
25,50,22.4,24.4,T8TTemp C,
30,50,22.4,24.4,T8TTemp C,
35,50,22.4,24.3,T8TTemp C,
40,50,22.4,24.4,T8TTemp C,
45,50,22.4,24.4,T8TTemp C,
50,50,22.4,24.3,T8TTemp C,
55,50,22.4,24.2,T8TTemp C,
58,50,22.4,24.3,T8TTemp C,
0,-5,25.6,24.6,T9TTemp C,
5,-5,25.6,24.6,T9TTemp C,
10,-5,25.6,24.5,T9TTemp C,
15,-5,25.6,24.6,T9TTemp C,
20,-5,25.6,24.5,T9TTemp C,
25,-5,25.6,24.5,T9TTemp C,
30,-5,25.6,24.5,T9TTemp C,
35,-5,25.6,24.6,T9TTemp C,
40,-5,25.6,24.4,T9TTemp C,
45,-5,25.6,24.6,T9TTemp C,
50,-5,25.6,24.6,T9TTemp C,
55,-5,25.6,24.5,T9TTemp C,
58,-5,25.6,24.6,T9TTemp C,
0,0,25.6,24.6,T9TTemp C,
5,0,25.6,24.6,T9TTemp C,
10,0,25.6,24.7,T9TTemp C,
15,0,25.6,24.7,T9TTemp C,
20,0,25.6,24.6,T9TTemp C,
25,0,25.6,24.6,T9TTemp C,
30,0,25.6,24.8,T9TTemp C,
35,0,25.6,24.8,T9TTemp C,
40,0,25.6,24.8,T9TTemp C,
45,0,25.6,24.8,T9TTemp C,
50,0,25.6,24.8,T9TTemp C,
55,0,25.6,24.9,T9TTemp C,
58,0,25.6,24.9,T9TTemp C,
0,5,25.6,24.9,T9TTemp C,
5,5,25.6,25,T9TTemp C,
10,5,25.6,25,T9TTemp C,
15,5,25.6,25,T9TTemp C,
20,5,25.6,25,T9TTemp C,
25,5,25.6,25.1,T9TTemp C,
30,5,25.6,25.1,T9TTemp C,
35,5,25.6,25,T9TTemp C,
40,5,25.6,25,T9TTemp C,
45,5,25.6,25,T9TTemp C,
50,5,25.6,25,T9TTemp C,
55,5,25.6,25,T9TTemp C,
58,5,25.6,25,T9TTemp C,
0,10,25.6,25.1,T9TTemp C,
5,10,25.6,25.1,T9TTemp C,
10,10,25.6,25,T9TTemp C,
15,10,25.6,25,T9TTemp C,
20,10,25.6,24.9,T9TTemp C,
25,10,25.6,24.9,T9TTemp C,
30,10,25.6,24.9,T9TTemp C,
35,10,25.6,24.9,T9TTemp C,
40,10,25.6,24.8,T9TTemp C,
45,10,25.6,24.8,T9TTemp C,
50,10,25.6,24.8,T9TTemp C,
55,10,25.6,24.7,T9TTemp C,
58,10,25.6,24.7,T9TTemp C,
0,15,25.6,24.6,T9TTemp C,
5,15,25.6,24.7,T9TTemp C,
10,15,25.6,24.6,T9TTemp C,
15,15,25.6,24.6,T9TTemp C,
20,15,25.6,24.6,T9TTemp C,
25,15,25.6,24.6,T9TTemp C,
30,15,25.6,24.6,T9TTemp C,
35,15,25.6,24.6,T9TTemp C,
40,15,25.6,24.5,T9TTemp C,
45,15,25.6,24.5,T9TTemp C,
50,15,25.6,24.5,T9TTemp C,
55,15,25.6,24.5,T9TTemp C,
58,15,25.6,24.5,T9TTemp C,
0,20,25.6,24.5,T9TTemp C,
5,20,25.6,24.5,T9TTemp C,
10,20,25.6,24.5,T9TTemp C,
15,20,25.6,24.5,T9TTemp C,
20,20,25.6,24.5,T9TTemp C,
25,20,25.6,24.5,T9TTemp C,
30,20,25.6,24.5,T9TTemp C,
35,20,25.6,24.6,T9TTemp C,
40,20,25.6,24.6,T9TTemp C,
45,20,25.6,24.6,T9TTemp C,
50,20,25.6,24.5,T9TTemp C,
55,20,25.6,24.5,T9TTemp C,
58,20,25.6,24.6,T9TTemp C,
0,25,25.6,24.7,T9TTemp C,
5,25,25.6,24.7,T9TTemp C,
10,25,25.6,24.7,T9TTemp C,
15,25,25.6,24.7,T9TTemp C,
20,25,25.6,24.7,T9TTemp C,
25,25,25.6,24.8,T9TTemp C,
30,25,25.6,24.8,T9TTemp C,
35,25,25.6,24.8,T9TTemp C,
40,25,25.6,24.8,T9TTemp C,
45,25,25.6,24.8,T9TTemp C,
50,25,25.6,24.9,T9TTemp C,
55,25,25.6,24.9,T9TTemp C,
58,25,25.6,24.9,T9TTemp C,
0,30,25.6,25,T9TTemp C,
5,30,25.6,25,T9TTemp C,
10,30,25.6,25,T9TTemp C,
15,30,25.6,25,T9TTemp C,
20,30,25.6,25,T9TTemp C,
25,30,25.6,25,T9TTemp C,
30,30,25.6,25,T9TTemp C,
35,30,25.6,25,T9TTemp C,
40,30,25.6,24.9,T9TTemp C,
45,30,25.6,24.9,T9TTemp C,
50,30,25.6,24.9,T9TTemp C,
55,30,25.6,24.9,T9TTemp C,
58,30,25.6,24.8,T9TTemp C,
0,35,25.6,24.8,T9TTemp C,
5,35,25.6,24.8,T9TTemp C,
10,35,25.6,24.8,T9TTemp C,
15,35,25.6,24.8,T9TTemp C,
20,35,25.6,24.8,T9TTemp C,
25,35,25.6,24.8,T9TTemp C,
30,35,25.6,24.8,T9TTemp C,
35,35,25.6,24.8,T9TTemp C,
40,35,25.6,24.8,T9TTemp C,
45,35,25.6,24.7,T9TTemp C,
