cross_section,longitudinal,depth,Temperature,Unit,
35,195,19.2,24.4,T7TTemp C,
40,195,19.2,24.4,T7TTemp C,
45,195,19.2,24.4,T7TTemp C,
50,195,19.2,24.4,T7TTemp C,
55,195,19.2,24.4,T7TTemp C,
58,195,19.2,24.3,T7TTemp C,
0,200,19.2,24.4,T7TTemp C,
5,200,19.2,24.6,T7TTemp C,
10,200,19.2,24.5,T7TTemp C,
15,200,19.2,24.6,T7TTemp C,
20,200,19.2,24.6,T7TTemp C,
25,200,19.2,24.6,T7TTemp C,
30,200,19.2,24.6,T7TTemp C,
35,200,19.2,24.6,T7TTemp C,
40,200,19.2,24.6,T7TTemp C,
45,200,19.2,24.6,T7TTemp C,
50,200,19.2,24.6,T7TTemp C,
55,200,19.2,24.6,T7TTemp C,
58,200,19.2,24.5,T7TTemp C,
0,205,19.2,24.3,T7TTemp C,
5,205,19.2,24.6,T7TTemp C,
10,205,19.2,24.7,T7TTemp C,
15,205,19.2,24.7,T7TTemp C,
20,205,19.2,24.8,T7TTemp C,
25,205,19.2,24.8,T7TTemp C,
30,205,19.2,24.8,T7TTemp C,
35,205,19.2,24.8,T7TTemp C,
40,205,19.2,24.8,T7TTemp C,
45,205,19.2,24.8,T7TTemp C,
50,205,19.2,24.7,T7TTemp C,
55,205,19.2,24.6,T7TTemp C,
58,205,19.2,24.6,T7TTemp C,
0,210,19.2,24.8,T7TTemp C,
5,210,19.2,24.9,T7TTemp C,
10,210,19.2,24.9,T7TTemp C,
15,210,19.2,24.9,T7TTemp C,
20,210,19.2,24.9,T7TTemp C,
25,210,19.2,24.9,T7TTemp C,
30,210,19.2,24.8,T7TTemp C,
35,210,19.2,24.7,T7TTemp C,
40,210,19.2,24.6,T7TTemp C,
45,210,19.2,24.6,T7TTemp C,
50,210,19.2,24.5,T7TTemp C,
55,210,19.2,24.4,T7TTemp C,
58,210,19.2,24.4,T7TTemp C,
0,175,22.4,25.2,T8TTemp C,
5,175,22.4,25.2,T8TTemp C,
10,175,22.4,25.2,T8TTemp C,
15,175,22.4,25.2,T8TTemp C,
20,175,22.4,25.2,T8TTemp C,
25,175,22.4,25.2,T8TTemp C,
30,175,22.4,25.1,T8TTemp C,
35,175,22.4,25,T8TTemp C,
40,175,22.4,25.1,T8TTemp C,
45,175,22.4,25,T8TTemp C,
50,175,22.4,25,T8TTemp C,
55,175,22.4,25,T8TTemp C,
58,175,22.4,25,T8TTemp C,
0,180,22.4,25.1,T8TTemp C,
5,180,22.4,25.1,T8TTemp C,
10,180,22.4,25.2,T8TTemp C,
15,180,22.4,25.1,T8TTemp C,
20,180,22.4,25.2,T8TTemp C,
25,180,22.4,25.2,T8TTemp C,
30,180,22.4,25.2,T8TTemp C,
35,180,22.4,25.2,T8TTemp C,
40,180,22.4,25.2,T8TTemp C,
45,180,22.4,25.1,T8TTemp C,
50,180,22.4,25.1,T8TTemp C,
55,180,22.4,25,T8TTemp C,
58,180,22.4,24.9,T8TTemp C,
0,185,22.4,25,T8TTemp C,
5,185,22.4,25,T8TTemp C,
10,185,22.4,25,T8TTemp C,
15,185,22.4,25,T8TTemp C,
20,185,22.4,25,T8TTemp C,
25,185,22.4,24.9,T8TTemp C,
30,185,22.4,24.9,T8TTemp C,
35,185,22.4,24.9,T8TTemp C,
40,185,22.4,25,T8TTemp C,
45,185,22.4,24.9,T8TTemp C,
50,185,22.4,24.9,T8TTemp C,
55,185,22.4,24.7,T8TTemp C,
58,185,22.4,24.9,T8TTemp C,
0,190,22.4,24.9,T8TTemp C,
5,190,22.4,24.8,T8TTemp C,
10,190,22.4,24.8,T8TTemp C,
15,190,22.4,24.8,T8TTemp C,
20,190,22.4,24.8,T8TTemp C,
25,190,22.4,24.8,T8TTemp C,
30,190,22.4,24.8,T8TTemp C,
35,190,22.4,24.8,T8TTemp C,
40,190,22.4,24.7,T8TTemp C,
45,190,22.4,24.7,T8TTemp C,
50,190,22.4,24.6,T8TTemp C,
55,190,22.4,24.6,T8TTemp C,
58,190,22.4,24.7,T8TTemp C,
0,195,22.4,24.8,T8TTemp C,
5,195,22.4,24.8,T8TTemp C,
10,195,22.4,24.8,T8TTemp C,
15,195,22.4,24.8,T8TTemp C,
20,195,22.4,24.9,T8TTemp C,
25,195,22.4,24.9,T8TTemp C,
30,195,22.4,24.9,T8TTemp C,
35,195,22.4,24.9,T8TTemp C,
40,195,22.4,24.9,T8TTemp C,
45,195,22.4,24.9,T8TTemp C,
50,195,22.4,25,T8TTemp C,
55,195,22.4,24.9,T8TTemp C,
58,195,22.4,24.9,T8TTemp C,
0,200,22.4,25,T8TTemp C,
5,200,22.4,25.1,T8TTemp C,
10,200,22.4,25.1,T8TTemp C,
15,200,22.4,25.1,T8TTemp C,
20,200,22.4,25.1,T8TTemp C,
25,200,22.4,25.1,T8TTemp C,
30,200,22.4,25.1,T8TTemp C,
35,200,22.4,25.2,T8TTemp C,
40,200,22.4,25.2,T8TTemp C,
45,200,22.4,25.2,T8TTemp C,
50,200,22.4,25.2,T8TTemp C,
55,200,22.4,25.2,T8TTemp C,
58,200,22.4,25.1,T8TTemp C,
0,205,22.4,24.8,T8TTemp C,
5,205,22.4,25.2,T8TTemp C,
10,205,22.4,25.3,T8TTemp C,
15,205,22.4,25.3,T8TTemp C,
20,205,22.4,25.3,T8TTemp C,
25,205,22.4,25.4,T8TTemp C,
30,205,22.4,25.4,T8TTemp C,
35,205,22.4,25.4,T8TTemp C,
40,205,22.4,25.4,T8TTemp C,
45,205,22.4,25.4,T8TTemp C,
50,205,22.4,25.3,T8TTemp C,
55,205,22.4,25.2,T8TTemp C,
58,205,22.4,25.2,T8TTemp C,
0,210,22.4,25.4,T8TTemp C,
5,210,22.4,25.4,T8TTemp C,
10,210,22.4,25.5,T8TTemp C,
15,210,22.4,25.5,T8TTemp C,
20,210,22.4,25.5,T8TTemp C,
25,210,22.4,25.4,T8TTemp C,
30,210,22.4,25.4,T8TTemp C,
35,210,22.4,25.3,T8TTemp C,
40,210,22.4,25.2,T8TTemp C,
45,210,22.4,25.2,T8TTemp C,
50,210,22.4,25.1,T8TTemp C,
55,210,22.4,25,T8TTemp C,
58,210,22.4,25,T8TTemp C,
0,175,25.6,24.7,T9TTemp C,
5,175,25.6,24.8,T9TTemp C,
10,175,25.6,24.8,T9TTemp C,
15,175,25.6,24.7,T9TTemp C,
20,175,25.6,24.7,T9TTemp C,
25,175,25.6,24.7,T9TTemp C,
30,175,25.6,24.7,T9TTemp C,
35,175,25.6,24.6,T9TTemp C,
40,175,25.6,24.7,T9TTemp C,
45,175,25.6,24.6,T9TTemp C,
50,175,25.6,24.6,T9TTemp C,
55,175,25.6,24.6,T9TTemp C,
58,175,25.6,24.6,T9TTemp C,
0,180,25.6,24.8,T9TTemp C,
5,180,25.6,24.7,T9TTemp C,
10,180,25.6,24.8,T9TTemp C,
15,180,25.6,24.7,T9TTemp C,
20,180,25.6,24.8,T9TTemp C,
25,180,25.6,24.8,T9TTemp C,
30,180,25.6,24.9,T9TTemp C,
35,180,25.6,24.8,T9TTemp C,
40,180,25.6,24.9,T9TTemp C,
45,180,25.6,24.8,T9TTemp C,
50,180,25.6,24.8,T9TTemp C,
55,180,25.6,24.7,T9TTemp C,
58,180,25.6,24.6,T9TTemp C,
0,185,25.6,24.7,T9TTemp C,
5,185,25.6,24.7,T9TTemp C,
10,185,25.6,24.7,T9TTemp C,
15,185,25.6,24.7,T9TTemp C,
20,185,25.6,24.7,T9TTemp C,
25,185,25.6,24.6,T9TTemp C,
30,185,25.6,24.6,T9TTemp C,
35,185,25.6,24.6,T9TTemp C,
40,185,25.6,24.6,T9TTemp C,
45,185,25.6,24.6,T9TTemp C,
50,185,25.6,24.5,T9TTemp C,
55,185,25.6,24.4,T9TTemp C,
58,185,25.6,24.5,T9TTemp C,
0,190,25.6,24.5,T9TTemp C,
5,190,25.6,24.4,T9TTemp C,
10,190,25.6,24.4,T9TTemp C,
15,190,25.6,24.4,T9TTemp C,
20,190,25.6,24.4,T9TTemp C,
25,190,25.6,24.3,T9TTemp C,
30,190,25.6,24.3,T9TTemp C,
35,190,25.6,24.3,T9TTemp C,
40,190,25.6,24.2,T9TTemp C,
45,190,25.6,24.2,T9TTemp C,
50,190,25.6,24.1,T9TTemp C,
55,190,25.6,24.1,T9TTemp C,
58,190,25.6,24.2,T9TTemp C,
0,195,25.6,24.3,T9TTemp C,
5,195,25.6,24.3,T9TTemp C,
10,195,25.6,24.3,T9TTemp C,
15,195,25.6,24.3,T9TTemp C,
20,195,25.6,24.3,T9TTemp C,
25,195,25.6,24.3,T9TTemp C,
30,195,25.6,24.3,T9TTemp C,
35,195,25.6,24.3,T9TTemp C,
40,195,25.6,24.3,T9TTemp C,
45,195,25.6,24.3,T9TTemp C,
50,195,25.6,24.4,T9TTemp C,
55,195,25.6,24.3,T9TTemp C,
58,195,25.6,24.3,T9TTemp C,
0,200,25.6,24.4,T9TTemp C,
5,200,25.6,24.5,T9TTemp C,
10,200,25.6,24.4,T9TTemp C,
15,200,25.6,24.4,T9TTemp C,
20,200,25.6,24.4,T9TTemp C,
25,200,25.6,24.5,T9TTemp C,
30,200,25.6,24.5,T9TTemp C,
35,200,25.6,24.5,T9TTemp C,
40,200,25.6,24.5,T9TTemp C,
45,200,25.6,24.5,T9TTemp C,
50,200,25.6,24.5,T9TTemp C,
55,200,25.6,24.5,T9TTemp C,
58,200,25.6,24.4,T9TTemp C,
0,205,25.6,23.9,T9TTemp C,
5,205,25.6,24.5,T9TTemp C,
10,205,25.6,24.6,T9TTemp C,
15,205,25.6,24.6,T9TTemp C,
20,205,25.6,24.6,T9TTemp C,
25,205,25.6,24.6,T9TTemp C,
30,205,25.6,24.7,T9TTemp C,
35,205,25.6,24.7,T9TTemp C,
40,205,25.6,24.7,T9TTemp C,
45,205,25.6,24.7,T9TTemp C,
50,205,25.6,24.6,T9TTemp C,
55,205,25.6,24.5,T9TTemp C,
58,205,25.6,24.6,T9TTemp C,
0,210,25.6,24.7,T9TTemp C,
5,210,25.6,24.7,T9TTemp C,
10,210,25.6,24.8,T9TTemp C,
15,210,25.6,24.8,T9TTemp C,
20,210,25.6,24.8,T9TTemp C,
25,210,25.6,24.7,T9TTemp C,
30,210,25.6,24.7,T9TTemp C,
35,210,25.6,24.6,T9TTemp C,
40,210,25.6,24.5,T9TTemp C,
45,210,25.6,24.5,T9TTemp C,
50,210,25.6,24.4,T9TTemp C,
55,210,25.6,24.3,T9TTemp C,
58,210,25.6,24.3,T9TTemp C,
0,175,28.8,25,T10TTemp C,
5,175,28.8,25.1,T10TTemp C,
10,175,28.8,25,T10TTemp C,
15,175,28.8,25,T10TTemp C,
20,175,28.8,25,T10TTemp C,
25,175,28.8,25,T10TTemp C,
30,175,28.8,25,T10TTemp C,
35,175,28.8,24.9,T10TTemp C,
40,175,28.8,24.9,T10TTemp C,
45,175,28.8,24.9,T10TTemp C,
50,175,28.8,24.9,T10TTemp C,
55,175,28.8,24.9,T10TTemp C,
58,175,28.8,24.9,T10TTemp C,
0,180,28.8,25,T10TTemp C,
5,180,28.8,25,T10TTemp C,
10,180,28.8,25,T10TTemp C,
15,180,28.8,25,T10TTemp C,
20,180,28.8,25.1,T10TTemp C,
25,180,28.8,25,T10TTemp C,
30,180,28.8,25.1,T10TTemp C,
35,180,28.8,25,T10TTemp C,
40,180,28.8,25.1,T10TTemp C,
45,180,28.8,25,T10TTemp C,
50,180,28.8,25,T10TTemp C,
55,180,28.8,24.9,T10TTemp C,
58,180,28.8,24.8,T10TTemp C,
0,185,28.8,24.9,T10TTemp C,
5,185,28.8,24.8,T10TTemp C,
10,185,28.8,24.8,T10TTemp C,
15,185,28.8,24.9,T10TTemp C,
20,185,28.8,24.8,T10TTemp C,
25,185,28.8,24.8,T10TTemp C,
30,185,28.8,24.8,T10TTemp C,
35,185,28.8,24.8,T10TTemp C,
40,185,28.8,24.8,T10TTemp C,
45,185,28.8,24.8,T10TTemp C,
50,185,28.8,24.8,T10TTemp C,
55,185,28.8,24.7,T10TTemp C,
58,185,28.8,24.8,T10TTemp C,
0,190,28.8,24.8,T10TTemp C,
5,190,28.8,24.7,T10TTemp C,
10,190,28.8,24.7,T10TTemp C,
15,190,28.8,24.7,T10TTemp C,
20,190,28.8,24.7,T10TTemp C,
25,190,28.8,24.7,T10TTemp C,
30,190,28.8,24.7,T10TTemp C,
35,190,28.8,24.6,T10TTemp C,
40,190,28.8,24.6,T10TTemp C,
45,190,28.8,24.6,T10TTemp C,
50,190,28.8,24.5,T10TTemp C,
55,190,28.8,24.5,T10TTemp C,
58,190,28.8,24.6,T10TTemp C,
0,195,28.8,24.7,T10TTemp C,
5,195,28.8,24.7,T10TTemp C,
10,195,28.8,24.7,T10TTemp C,
15,195,28.8,24.7,T10TTemp C,
20,195,28.8,24.7,T10TTemp C,
25,195,28.8,24.8,T10TTemp C,
30,195,28.8,24.8,T10TTemp C,
35,195,28.8,24.8,T10TTemp C,
40,195,28.8,24.8,T10TTemp C,
45,195,28.8,24.8,T10TTemp C,
50,195,28.8,24.9,T10TTemp C,
55,195,28.8,24.8,T10TTemp C,
58,195,28.8,24.8,T10TTemp C,
0,200,28.8,24.8,T10TTemp C,
5,200,28.8,25,T10TTemp C,
10,200,28.8,25,T10TTemp C,
15,200,28.8,25,T10TTemp C,
20,200,28.8,25,T10TTemp C,
25,200,28.8,25,T10TTemp C,
30,200,28.8,25,T10TTemp C,
35,200,28.8,25.1,T10TTemp C,
40,200,28.8,25.1,T10TTemp C,
45,200,28.8,25.1,T10TTemp C,
50,200,28.8,25.1,T10TTemp C,
55,200,28.8,25.1,T10TTemp C,
58,200,28.8,25,T10TTemp C,
0,205,28.8,24.3,T10TTemp C,
5,205,28.8,25.1,T10TTemp C,
10,205,28.8,25.2,T10TTemp C,
15,205,28.8,25.2,T10TTemp C,
20,205,28.8,25.2,T10TTemp C,
25,205,28.8,25.2,T10TTemp C,
30,205,28.8,25.2,T10TTemp C,
35,205,28.8,25.2,T10TTemp C,
40,205,28.8,25.3,T10TTemp C,
45,205,28.8,25.3,T10TTemp C,
50,205,28.8,25.2,T10TTemp C,
55,205,28.8,25.1,T10TTemp C,
58,205,28.8,25.2,T10TTemp C,
0,210,28.8,25.3,T10TTemp C,
5,210,28.8,25.3,T10TTemp C,
10,210,28.8,25.3,T10TTemp C,
15,210,28.8,25.3,T10TTemp C,
20,210,28.8,25.3,T10TTemp C,
25,210,28.8,25.3,T10TTemp C,
30,210,28.8,25.3,T10TTemp C,
35,210,28.8,25.1,T10TTemp C,
40,210,28.8,25.1,T10TTemp C,
45,210,28.8,25.1,T10TTemp C,
50,210,28.8,25,T10TTemp C,
55,210,28.8,25,T10TTemp C,
58,210,28.8,24.9,T10TTemp C,
